uid,sid
1416,101
1416,306
1416,106
1416,126
1416,133
1416,148
1416,151
1416,157
1416,159
1416,165
1416,168
1416,339
1416,207
1416,213
1416,219
1416,230
1416,235
1416,422
1416,502
1416,273
28271,2
28271,3
28271,11
28271,13
28271,14
28271,15
28271,16
28271,25
28271,38
28271,43
28271,45
28271,50
28271,59
28271,62
28271,70
28271,75
28271,76
28271,81
28271,82
28271,84
28271,85
28271,86
28271,91
28271,303
28271,97
28271,101
28271,104
28271,306
28271,111
28271,115
28271,121
28271,314
28271,165
28271,168
28271,339
28271,230
28271,243
28271,261
28271,805
28271,273
28271,276
28271,277
7148,2
7148,3
7148,5
7148,6
7148,11
7148,12
7148,13
7148,281
7148,14
7148,15
7148,16
7148,20
7148,21
7148,24
7148,25
7148,32
7148,38
7148,41
7148,43
7148,45
7148,48
7148,50
7148,293
7148,59
7148,62
7148,65
7148,70
7148,71
7148,74
7148,75
7148,76
7148,81
7148,82
7148,84
7148,85
7148,86
7148,87
7148,91
7148,303
7148,95
7148,97
7148,99
7148,104
7148,306
7148,106
7148,111
7148,115
7148,314
7148,126
7148,128
7148,130
7148,133
7148,139
7148,143
7148,148
7148,151
7148,157
7148,159
7148,325
7148,165
7148,167
7148,333
7148,168
7148,171
7148,339
7148,184
7148,341
7148,189
7148,190
7148,207
7148,212
7148,213
7148,387
7148,219
7148,223
7148,230
7148,231
7148,235
7148,422
7148,243
7148,261
7148,805
7148,272
7148,273
7148,537
7148,544
7148,276
7148,277
7148,549
7148,590
39290,65
39290,70
39290,148
39290,219
17642,2
17642,3
17642,5
17642,6
17642,12
17642,281
17642,14
17642,15
17642,16
17642,24
17642,25
17642,32
17642,38
17642,50
17642,59
17642,62
17642,65
17642,70
17642,73
17642,74
17642,75
17642,76
17642,81
17642,82
17642,85
17642,86
17642,87
17642,91
17642,303
17642,95
17642,97
17642,101
17642,104
17642,306
17642,111
17642,115
17642,121
17642,314
17642,126
17642,128
17642,133
17642,143
17642,148
17642,151
17642,321
17642,157
17642,159
17642,325
17642,165
17642,167
17642,333
17642,168
17642,171
17642,190
17642,197
17642,207
17642,219
17642,223
17642,230
17642,231
17642,235
17642,422
17642,243
17642,261
17642,272
17642,273
17642,537
17642,546
17642,276
17642,277
17642,549
17642,554
5680,5
5680,6
5680,281
5680,21
5680,25
5680,38
5680,59
5680,62
5680,65
5680,70
5680,71
5680,306
5680,314
5680,133
5680,190
5680,207
5680,219
5680,230
5680,546
5680,549
17420,16
17420,25
17420,38
17420,65
17420,70
17420,76
17420,99
17420,148
17420,151
17420,165
17420,184
17420,190
17420,207
17420,219
17420,230
17420,273
17420,276
17420,554
12911,76
12911,82
12911,168
12911,276
12911,277
28644,62
28644,70
8719,2
8719,6
8719,12
8719,13
8719,281
8719,15
8719,24
8719,25
8719,38
8719,43
8719,45
8719,50
8719,293
8719,65
8719,70
8719,71
8719,73
8719,76
8719,81
8719,84
8719,87
8719,91
8719,303
8719,95
8719,97
8719,104
8719,306
8719,111
8719,121
8719,314
8719,126
8719,130
8719,133
8719,139
8719,143
8719,148
8719,151
8719,321
8719,159
8719,325
8719,167
8719,168
8719,171
8719,339
8719,341
8719,189
8719,190
8719,197
8719,207
8719,213
8719,219
8719,223
8719,230
8719,231
8719,261
8719,273
8719,537
8719,546
8719,276
35420,16
35420,25
35420,38
35420,62
35420,71
35420,73
35420,86
35420,91
35420,106
35420,133
35420,148
35420,190
35420,197
35420,219
35420,230
38063,2
38063,3
38063,5
38063,6
38063,11
38063,12
38063,14
38063,15
38063,16
38063,20
38063,25
38063,32
38063,38
38063,41
38063,45
38063,48
38063,50
38063,59
38063,62
38063,65
38063,70
38063,71
38063,74
38063,75
38063,76
38063,81
38063,86
38063,87
38063,91
38063,303
38063,95
38063,101
38063,306
38063,106
38063,111
38063,115
38063,314
38063,126
38063,128
38063,133
38063,139
38063,148
38063,151
38063,321
38063,157
38063,159
38063,325
38063,165
38063,168
38063,171
38063,175
38063,184
38063,341
38063,189
38063,197
38063,207
38063,213
38063,219
38063,230
38063,231
38063,235
38063,243
38063,502
38063,261
38063,805
38063,513
38063,272
38063,537
38063,546
38063,276
38063,549
34178,2
34178,3
34178,5
34178,6
34178,11
34178,13
34178,15
34178,25
34178,38
34178,41
34178,43
34178,45
34178,48
34178,74
34178,75
34178,81
34178,82
34178,84
34178,95
34178,99
34178,306
34178,121
34178,126
34178,143
34178,148
34178,159
34178,165
34178,167
34178,333
34178,184
34178,341
34178,207
34178,230
34178,231
34178,243
34178,261
34178,513
34178,272
34178,273
34178,537
34178,544
34178,277
34178,549
11503,3
11503,5
11503,6
11503,11
11503,14
11503,16
11503,21
11503,24
11503,25
11503,38
11503,41
11503,43
11503,50
11503,59
11503,62
11503,65
11503,70
11503,71
11503,75
11503,76
11503,81
11503,82
11503,84
11503,85
11503,87
11503,91
11503,101
11503,104
11503,111
11503,115
11503,126
11503,133
11503,165
11503,168
11503,212
11503,230
11503,235
11503,502
11503,805
11503,273
11503,276
11503,549
11503,590
11503,554
19053,14
19053,50
19053,62
19053,70
19053,71
19053,73
19053,74
19053,75
19053,82
19053,84
19053,86
19053,303
19053,97
19053,99
19053,314
19053,139
19053,168
19053,207
19053,422
19053,261
19053,273
19053,549
25065,13
25065,15
25065,32
25065,45
25065,65
25065,75
25065,84
25065,133
25065,148
25065,151
25065,184
25065,197
25065,207
25065,219
25065,230
25065,261
25065,273
19802,3
19802,5
19802,11
19802,12
19802,14
19802,16
19802,20
19802,21
19802,25
19802,32
19802,38
19802,41
19802,48
19802,50
19802,62
19802,65
19802,70
19802,74
19802,76
19802,82
19802,84
19802,85
19802,87
19802,91
19802,303
19802,99
19802,104
19802,106
19802,115
19802,314
19802,126
19802,128
19802,139
19802,148
19802,159
19802,165
19802,333
19802,168
19802,171
19802,341
19802,189
19802,190
19802,207
19802,212
19802,219
19802,230
19802,231
19802,235
19802,422
19802,272
19802,273
19802,546
19802,276
19802,277
19802,549
40428,2
40428,6
40428,11
40428,12
40428,281
40428,20
40428,24
40428,25
40428,32
40428,59
40428,70
40428,71
40428,73
40428,84
40428,91
40428,106
40428,314
40428,133
40428,139
40428,148
40428,151
40428,157
40428,171
40428,197
40428,387
40428,219
40428,502
40428,261
40428,273
40428,537
40428,546
40428,276
40428,277
40428,549
40428,590
40428,554
1297,3
1297,5
1297,6
1297,281
1297,14
1297,15
1297,16
1297,25
1297,38
1297,45
1297,50
1297,62
1297,70
1297,71
1297,74
1297,75
1297,76
1297,81
1297,84
1297,86
1297,91
1297,303
1297,306
1297,314
1297,126
1297,128
1297,133
1297,139
1297,148
1297,151
1297,165
1297,168
1297,175
1297,189
1297,207
1297,213
1297,230
1297,422
1297,261
1297,537
1297,276
43506,3
43506,5
43506,6
43506,20
43506,21
43506,38
43506,41
43506,293
43506,62
43506,71
43506,75
43506,84
43506,87
43506,91
43506,99
43506,111
43506,314
43506,139
43506,157
43506,168
43506,339
43506,207
43506,422
43506,276
43506,549
20750,5
20750,281
20750,15
20750,62
20750,70
20750,91
20750,303
20750,159
20750,168
20750,341
20750,207
20750,230
20750,273
20750,546
38802,5
38802,6
38802,14
38802,16
38802,25
38802,45
38802,50
38802,62
38802,87
38802,306
38802,111
38802,167
38802,175
38802,184
38802,230
38802,276
38802,277
24533,5
24533,11
24533,14
24533,15
24533,16
24533,20
24533,21
24533,25
24533,38
24533,41
24533,50
24533,62
24533,71
24533,75
24533,84
24533,87
24533,97
24533,306
24533,106
24533,111
24533,314
24533,128
24533,148
24533,165
24533,175
24533,190
24533,197
24533,207
24533,219
24533,230
24533,235
24533,261
24533,276
24533,277
24533,554
38194,6
38194,15
38194,16
38194,38
38194,50
38194,62
38194,71
38194,95
38194,126
38194,168
38194,805
38194,277
19016,24
19016,25
19016,38
19016,62
19016,70
19016,121
19016,133
19016,148
19016,321
19016,159
19016,168
19016,197
19016,207
19016,219
19016,230
19016,243
5631,3
5631,5
5631,6
5631,11
5631,12
5631,281
5631,14
5631,15
5631,16
5631,20
5631,25
5631,38
5631,41
5631,43
5631,45
5631,48
5631,50
5631,59
5631,62
5631,65
5631,70
5631,71
5631,73
5631,74
5631,75
5631,76
5631,81
5631,82
5631,84
5631,85
5631,86
5631,87
5631,91
5631,303
5631,95
5631,97
5631,99
5631,101
5631,306
5631,106
5631,111
5631,115
5631,126
5631,128
5631,130
5631,133
5631,139
5631,143
5631,148
5631,321
5631,159
5631,325
5631,165
5631,168
5631,339
5631,341
5631,189
5631,190
5631,197
5631,207
5631,212
5631,213
5631,219
5631,223
5631,230
5631,235
5631,422
5631,261
5631,805
5631,513
5631,272
5631,273
5631,537
5631,546
5631,276
5631,277
5631,549
5631,590
5631,554
519,32
519,74
519,303
519,133
519,159
519,165
519,168
519,230
519,273
519,277
7302,25
7302,62
7302,70
7302,76
7302,84
7302,86
7302,87
7302,303
7302,314
7302,133
7302,148
7302,190
7302,197
7302,219
31859,14
31859,38
31859,45
31859,50
31859,62
31859,70
31859,82
31859,86
31859,97
31859,99
31859,101
31859,139
31859,143
31859,148
31859,165
31859,167
31859,168
31859,341
31859,197
31859,207
31859,422
31859,261
31859,805
31859,537
2431,5
2431,6
2431,71
2431,75
2431,82
2431,126
34774,2
34774,3
34774,5
34774,6
34774,11
34774,12
34774,13
34774,281
34774,14
34774,15
34774,16
34774,20
34774,21
34774,24
34774,25
34774,32
34774,38
34774,41
34774,43
34774,45
34774,48
34774,50
34774,293
34774,59
34774,62
34774,65
34774,70
34774,71
34774,73
34774,74
34774,75
34774,76
34774,81
34774,82
34774,84
34774,85
34774,86
34774,87
34774,91
34774,303
34774,95
34774,97
34774,99
34774,101
34774,104
34774,306
34774,106
34774,111
34774,115
34774,121
34774,314
34774,126
34774,128
34774,130
34774,133
34774,139
34774,143
34774,148
34774,151
34774,321
34774,157
34774,159
34774,325
34774,165
34774,167
34774,333
34774,168
34774,171
34774,175
34774,339
34774,184
34774,341
34774,189
34774,190
34774,197
34774,207
34774,212
34774,213
34774,387
34774,219
34774,223
34774,230
34774,231
34774,235
34774,422
34774,243
34774,502
34774,261
34774,805
34774,513
34774,272
34774,273
34774,537
34774,544
34774,546
34774,276
34774,277
34774,549
42783,14
42783,45
42783,48
42783,82
42783,303
42783,306
42783,314
42783,148
42783,230
42783,261
42783,537
33652,3
33652,11
33652,281
33652,15
33652,16
33652,25
33652,38
33652,45
33652,59
33652,62
33652,65
33652,70
33652,71
33652,73
33652,74
33652,75
33652,76
33652,85
33652,91
33652,306
33652,314
33652,126
33652,139
33652,143
33652,148
33652,151
33652,157
33652,159
33652,167
33652,168
33652,339
33652,189
33652,197
33652,207
33652,219
33652,230
33652,231
33652,261
33652,276
33652,277
33652,549
24612,74
24612,82
24612,87
24612,333
24612,277
16869,21
16869,76
16869,91
16869,165
16869,207
16869,277
21937,13
21937,15
21937,148
21937,151
21937,189
21937,231
31221,2
754,25
754,38
754,59
754,62
754,303
754,314
754,151
754,157
754,219
754,276
754,549
35292,3
35292,16
35292,339
35292,261
45073,3
45073,5
45073,6
45073,11
45073,14
45073,25
45073,38
45073,41
45073,50
45073,62
45073,70
45073,82
45073,306
45073,314
45073,148
45073,321
45073,207
45073,230
45073,422
45073,277
40340,3
40340,5
40340,14
40340,16
40340,25
40340,38
40340,45
40340,62
40340,75
40340,76
40340,85
40340,87
40340,121
40340,128
40340,159
40340,168
40340,207
40340,276
40340,590
42185,5
42185,12
42185,38
42185,87
42185,303
42185,306
42185,133
42185,139
42185,148
42185,151
42185,165
42185,207
42185,261
42185,544
42185,549
17252,3
17252,281
17252,14
17252,15
17252,16
17252,20
17252,25
17252,38
17252,50
17252,59
17252,62
17252,65
17252,82
17252,84
17252,86
17252,303
17252,106
17252,111
17252,314
17252,126
17252,133
17252,148
17252,151
17252,321
17252,167
17252,333
17252,168
17252,339
17252,189
17252,190
17252,197
17252,207
17252,213
17252,219
17252,230
17252,235
17252,502
17252,546
38549,25
38549,45
38549,148
38549,223
38549,230
44216,2
44216,5
44216,15
44216,16
44216,38
44216,41
44216,48
44216,59
44216,62
44216,70
44216,73
44216,84
44216,87
44216,303
44216,99
44216,128
44216,139
44216,159
44216,167
44216,168
44216,341
44216,190
44216,223
44216,230
44216,231
44216,502
44216,261
44216,276
44216,277
44216,549
20747,11
20747,48
20747,82
20747,87
20747,306
20747,121
20747,171
20747,212
20747,261
20747,277
30425,5
30425,20
30425,62
30425,74
30425,76
30425,82
30425,97
30425,99
30425,306
30425,230
18789,38
18789,50
18789,62
18789,97
18789,148
46103,38
46103,70
31330,2
31330,3
31330,15
31330,70
31330,82
31330,85
31330,99
31330,207
31330,546
37072,3
37072,6
37072,15
37072,16
37072,20
37072,25
37072,32
37072,38
37072,50
37072,62
37072,70
37072,71
37072,76
37072,82
37072,84
37072,86
37072,87
37072,303
37072,106
37072,111
37072,314
37072,128
37072,139
37072,143
37072,148
37072,321
37072,325
37072,165
37072,168
37072,184
37072,190
37072,207
37072,213
37072,219
37072,230
37072,243
37072,261
37072,273
37072,276
37072,277
13264,2
13264,11
13264,14
13264,15
13264,16
13264,25
13264,38
13264,41
13264,74
13264,75
13264,82
13264,84
13264,91
13264,97
13264,101
13264,104
13264,306
13264,128
13264,148
13264,321
13264,165
13264,184
13264,189
13264,190
13264,207
13264,219
13264,230
13264,422
13264,272
13264,273
13264,537
13264,277
37305,3
37305,5
37305,6
37305,11
37305,281
37305,14
37305,15
37305,16
37305,25
37305,32
37305,38
37305,41
37305,45
37305,50
37305,62
37305,65
37305,70
37305,71
37305,75
37305,76
37305,81
37305,82
37305,85
37305,86
37305,87
37305,91
37305,303
37305,95
37305,101
37305,306
37305,106
37305,111
37305,115
37305,314
37305,128
37305,157
37305,159
37305,165
37305,333
37305,168
37305,175
37305,341
37305,230
37305,243
37305,276
37305,277
43717,2
43717,3
43717,5
43717,6
43717,11
43717,12
43717,13
43717,281
43717,14
43717,15
43717,16
43717,20
43717,21
43717,24
43717,25
43717,32
43717,38
43717,41
43717,43
43717,45
43717,48
43717,50
43717,293
43717,59
43717,62
43717,65
43717,70
43717,71
43717,73
43717,74
43717,75
43717,76
43717,81
43717,82
43717,84
43717,85
43717,86
43717,87
43717,303
43717,95
43717,97
43717,99
43717,101
43717,104
43717,306
43717,106
43717,111
43717,115
43717,121
43717,314
43717,126
43717,128
43717,130
43717,133
43717,139
43717,143
43717,148
43717,151
43717,321
43717,157
43717,159
43717,325
43717,165
43717,167
43717,333
43717,168
43717,171
43717,175
43717,339
43717,341
43717,189
43717,190
43717,197
43717,212
43717,213
43717,387
43717,219
43717,223
43717,230
43717,231
43717,235
43717,422
43717,243
43717,502
43717,261
43717,805
43717,513
43717,273
43717,537
43717,544
43717,546
43717,276
43717,277
43717,549
43717,590
43717,554
31316,5
31316,6
31316,11
31316,14
31316,15
31316,16
31316,25
31316,32
31316,38
31316,41
31316,45
31316,50
31316,59
31316,62
31316,65
31316,70
31316,81
31316,82
31316,86
31316,87
31316,91
31316,303
31316,95
31316,97
31316,306
31316,106
31316,111
31316,115
31316,314
31316,128
31316,133
31316,139
31316,143
31316,148
31316,151
31316,168
31316,175
31316,341
31316,190
31316,197
31316,207
31316,212
31316,213
31316,219
31316,223
31316,230
31316,231
31316,422
31316,273
31316,277
4290,2
4290,5
4290,11
4290,13
4290,14
4290,16
4290,21
4290,59
4290,74
4290,76
4290,82
4290,87
4290,91
4290,97
4290,99
4290,106
4290,111
4290,126
4290,165
4290,189
4290,207
4290,230
4290,276
9222,5
9222,281
9222,16
9222,25
9222,38
9222,41
9222,65
9222,95
9222,148
9222,151
9222,159
9222,167
9222,190
9222,212
9222,219
9222,273
18604,25
18604,82
18604,148
18604,168
18604,184
18604,273
18604,277
19513,5
19513,50
37248,3
37248,5
37248,13
37248,281
37248,14
37248,16
37248,20
37248,21
37248,24
37248,25
37248,38
37248,45
37248,293
37248,62
37248,70
37248,74
37248,75
37248,76
37248,81
37248,84
37248,86
37248,111
37248,126
37248,128
37248,148
37248,159
37248,325
37248,184
37248,190
37248,207
37248,212
37248,213
37248,219
37248,502
37248,272
37248,537
37248,546
37248,276
37248,277
37248,549
38743,2
38743,3
38743,12
38743,16
38743,21
38743,38
38743,43
38743,50
38743,59
38743,65
38743,81
38743,82
38743,84
38743,85
38743,91
38743,303
38743,97
38743,115
38743,121
38743,314
38743,126
38743,128
38743,139
38743,148
38743,321
38743,159
38743,168
38743,341
38743,230
38743,231
38743,243
38743,273
38743,276
38743,277
25212,2
25212,281
25212,15
25212,16
25212,41
25212,45
25212,62
25212,74
25212,86
25212,87
25212,303
25212,95
25212,306
25212,111
25212,314
25212,128
25212,148
25212,165
25212,341
25212,197
25212,207
25212,219
6852,104
6852,306
6852,314
6852,143
6852,167
6852,207
6852,223
25395,13
25395,84
25395,273
25395,537
25395,544
25395,546
41082,3
41082,5
41082,13
41082,281
41082,21
41082,24
41082,38
41082,41
41082,62
41082,87
41082,128
41082,133
41082,157
41082,189
41082,235
41082,276
41082,277
41082,590
25232,5
25232,50
42567,3
42567,5
42567,6
42567,11
42567,281
42567,14
42567,15
42567,16
42567,25
42567,38
42567,41
42567,43
42567,50
42567,59
42567,62
42567,65
42567,70
42567,71
42567,74
42567,86
42567,91
42567,106
42567,115
42567,314
42567,128
42567,133
42567,139
42567,143
42567,148
42567,321
42567,165
42567,168
42567,171
42567,339
42567,189
42567,190
42567,197
42567,207
42567,212
42567,219
42567,230
42567,261
42567,272
42567,273
42567,537
42567,276
42567,549
31474,3
31474,5
31474,6
31474,281
31474,14
31474,15
31474,16
31474,20
31474,25
31474,32
31474,38
31474,41
31474,45
31474,50
31474,59
31474,62
31474,70
31474,73
31474,74
31474,75
31474,76
31474,81
31474,82
31474,85
31474,86
31474,87
31474,303
31474,95
31474,97
31474,99
31474,104
31474,306
31474,106
31474,111
31474,121
31474,314
31474,126
31474,128
31474,139
31474,157
31474,165
31474,168
31474,341
31474,189
31474,207
31474,212
31474,213
31474,219
31474,230
31474,231
31474,235
31474,261
31474,273
31474,276
32839,3
32839,5
32839,6
32839,14
32839,16
32839,38
32839,45
32839,76
32839,87
32839,91
